"","GPA_year1","GPA_year2","age","uni_first_choice","control","dad_HS_grad","dad_college_grad","english","female","finish_in_4_yrs","HS_GPA","grad_degree","first_sem_grade","live_home","last_min","mom_HS_grad","mom_college_grad","sfp_offer","sfp_signup","signup","ssp_offer","ssp_signup","work_plans"
"78",1.04999995231628,1.01999998092651,19,0,0,1,1,1,0,1,75,1,66,1,3,0,0,1,1,1,0,0,0
"79",1.67999994754791,2.10999989509583,18,0,1,1,1,0,1,1,80.3000030517578,1,59.3333320617676,1,4,0,0,0,0,0,0,0,0
"80",2.45000004768372,3.22000002861023,18,1,0,1,0,1,0,0,75,0,63,0,2,0,0,1,1,1,0,0,0
"81",0.639999985694885,2.40000009536743,19,0,1,1,0,1,0,1,72,0,50,1,2,1,0,0,0,0,0,0,0
"82",2.96000003814697,2.6800000667572,19,1,0,1,0,1,1,0,78.6999969482422,1,72.5,1,3,1,0,1,0,0,0,0,0
"83",2.66000008583069,3.38000011444092,18,1,1,1,0,1,0,0,80.8000030517578,0,65,0,5,0,0,0,0,0,0,0,0
"84",1.67999994754791,0.819999992847443,19,0,0,1,0,1,1,1,75.3000030517578,1,58,1,3,1,0,0,0,0,1,0,0
"85",1.88999998569489,1.69000005722046,18,0,0,1,1,1,1,1,80,1,66,0,3,1,1,0,0,0,1,0,0
"86",3.25,2.46000003814697,18,1,0,0,0,1,1,1,83,0,71,1,3,1,0,1,1,1,0,0,0
"87",1.92999994754791,2.53999996185303,18,1,0,1,1,1,1,1,76.1999969482422,1,67,1,4,1,1,0,0,1,1,1,0
"88",0.469999998807907,0,19,0,1,1,1,0,0,1,77.6999969482422,1,57,1,1,1,0,0,0,0,0,0,0
"89",1.08000004291534,2.0699999332428,18,0,1,1,0,1,1,1,82.3000030517578,0,67,1,2,1,0,0,0,0,0,0,0
"90",1.10000002384186,1.76999998092651,19,0,0,1,1,0,0,1,84.6999969482422,1,55.5,0,1,1,1,0,0,0,1,0,0
"91",2.25999999046326,0.790000021457672,18,0,0,1,1,0,1,1,81.8000030517578,1,78,1,1,1,1,1,1,1,0,0,0
"92",1.04999995231628,2.78999996185303,18,0,0,1,1,1,1,1,84.5,1,71.5,1,3,1,0,1,1,1,0,0,0
"93",2.89000010490417,2.38000011444092,18,0,0,1,1,0,1,1,83.8000030517578,0,65.3333358764648,1,2,0,0,1,1,1,0,0,0
"94",3.42000007629395,2,18,0,1,1,0,0,1,1,83.6999969482422,1,78,0,2,1,0,0,0,0,0,0,0
